job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI00133,Autonomous Systems Engineer,61893,USD,Entry-level,Full-Time,Canada,Medium,Canada,Hybrid,"Statistics, Python, SQL",Associate,1,Consulting,2024-03-28,2024-05-01,1419,5.2,Predictive Systems
AI00134,ML Ops Engineer,141791,EUR,Executive,Contract,France,Medium,France,Onsite,"Hadoop, Azure, Python, R",PhD,13,Media,2025-02-03,2025-02-23,2136,5.8,Algorithmic Solutions
AI00135,AI Product Manager,258637,GBP,Executive,Part-Time,United Kingdom,Medium,United Kingdom,Hybrid,"Computer Vision, GCP, Azure, SQL, Python",Master,11,Education,2025-01-16,2025-02-15,813,9.1,Cognitive Computing
AI00136,NLP Engineer,49485,USD,Mid-level,Full-Time,Finland,Small,Finland,Onsite,"Hadoop, Java, Data Visualization",Associate,2,Technology,2024-08-09,2024-09-16,909,7.8,Cloud AI Solutions
AI00137,Robotics Engineer,172916,USD,Senior-level,Part-Time,Norway,Small,India,Remote,"Computer Vision, SQL, PyTorch, Java",Bachelor,8,Manufacturing,2024-12-29,2025-01-15,1630,7.6,Smart Analytics
AI00139,AI Consultant,73894,EUR,Mid-level,Contract,France,Medium,France,Hybrid,"PyTorch, Statistics, MLOps, Kubernetes, Computer Vision",Bachelor,4,Consulting,2024-08-08,2024-09-12,1070,5.2,Digital Transformation LLC
AI00140,Principal Data Scientist,122598,USD,Senior-level,Full-Time,Sweden,Small,India,Hybrid,"Linux, AWS, Computer Vision, Deep Learning",Associate,9,Media,2025-01-05,2025-02-13,1181,5.2,Digital Transformation LLC
AI00141,Data Scientist,94478,USD,Mid-level,Freelance,Denmark,Small,Denmark,Remote,"PyTorch, TensorFlow, Hadoop, Python",PhD,4,Retail,2024-05-24,2024-06-25,506,8.4,Algorithmic Solutions
AI00142,Autonomous Systems Engineer,53088,USD,Entry-level,Part-Time,Austria,Medium,Austria,Hybrid,"GCP, Kubernetes, Computer Vision, Deep Learning, SQL",PhD,1,Finance,2025-04-12,2025-06-13,2090,9.0,Machine Intelligence Group
AI00143,Machine Learning Researcher,116012,USD,Mid-level,Full-Time,Denmark,Medium,Australia,Onsite,"SQL, MLOps, Python",Master,3,Automotive,2024-09-23,2024-10-30,657,7.9,Predictive Systems
AI00144,Deep Learning Engineer,35593,USD,Entry-level,Contract,China,Small,China,Onsite,"Python, Hadoop, Deep Learning",Bachelor,0,Media,2024-03-09,2024-04-07,1812,6.3,AI Innovations
AI00145,AI Product Manager,149053,USD,Executive,Full-Time,Austria,Small,Austria,Onsite,"GCP, Linux, R, Hadoop",Master,17,Media,2024-11-17,2024-12-26,652,5.5,Smart Analytics
AI00146,Principal Data Scientist,88230,USD,Mid-level,Full-Time,Austria,Large,Austria,Onsite,"TensorFlow, Git, Azure, Python",Associate,4,Education,2024-05-22,2024-07-27,1984,7.6,DeepTech Ventures
AI00147,AI Research Scientist,224919,USD,Executive,Freelance,Australia,Medium,Switzerland,Remote,"Kubernetes, Deep Learning, PyTorch",Associate,19,Education,2024-12-02,2025-01-24,911,5.7,TechCorp Inc
AI00148,Machine Learning Researcher,220439,EUR,Executive,Part-Time,Netherlands,Small,Netherlands,Remote,"SQL, Data Visualization, GCP, Deep Learning, MLOps",Associate,12,Manufacturing,2024-03-30,2024-04-15,1795,9.9,TechCorp Inc
AI00149,NLP Engineer,48861,USD,Entry-level,Part-Time,Finland,Small,Finland,Remote,"GCP, Python, Computer Vision, Git",Bachelor,0,Healthcare,2024-07-04,2024-08-11,1031,8.1,DeepTech Ventures
AI00150,AI Specialist,115841,USD,Senior-level,Freelance,United States,Small,United States,Onsite,"TensorFlow, Kubernetes, Deep Learning",PhD,7,Healthcare,2024-10-25,2024-12-11,1446,7.2,Quantum Computing Inc
AI00151,NLP Engineer,57266,USD,Mid-level,Freelance,Ireland,Medium,Ireland,Onsite,"Computer Vision, PyTorch, Linux, TensorFlow",Bachelor,3,Media,2024-08-11,2024-08-26,1075,7.3,Neural Networks Co
AI00152,Deep Learning Engineer,66384,USD,Mid-level,Contract,Australia,Small,Israel,Onsite,"Git, Tableau, Hadoop, Computer Vision",Associate,2,Government,2024-04-21,2024-05-24,1421,9.1,Autonomous Tech
AI00153,Data Analyst,184637,USD,Executive,Part-Time,Sweden,Small,Sweden,Remote,"R, SQL, Data Visualization",Bachelor,11,Government,2024-05-23,2024-07-09,2292,5.5,Machine Intelligence Group
AI00154,AI Research Scientist,92445,EUR,Mid-level,Contract,Netherlands,Medium,Finland,Hybrid,"Linux, Python, Scala, Docker",Bachelor,4,Technology,2024-10-22,2024-12-24,826,9.2,DataVision Ltd
AI00155,Machine Learning Researcher,57388,USD,Entry-level,Freelance,Canada,Large,Canada,Onsite,"Python, GCP, TensorFlow",Associate,1,Consulting,2024-01-12,2024-02-12,1684,8.3,Smart Analytics
AI00156,Head of AI,53374,USD,Mid-level,Part-Time,China,Medium,China,Onsite,"Docker, Deep Learning, R",PhD,2,Government,2024-06-22,2024-07-31,2224,9.5,Algorithmic Solutions
AI00157,AI Research Scientist,95716,USD,Senior-level,Contract,Finland,Small,Finland,Hybrid,"Git, Spark, Azure, Statistics",PhD,6,Media,2024-03-19,2024-04-05,1811,7.4,Digital Transformation LLC
AI00158,NLP Engineer,157091,USD,Mid-level,Freelance,Norway,Large,Norway,Onsite,"Python, Java, Kubernetes, SQL, NLP",PhD,2,Transportation,2025-03-04,2025-03-24,1002,7.7,DataVision Ltd
AI00159,ML Ops Engineer,204144,USD,Senior-level,Freelance,Norway,Large,Norway,Remote,"Hadoop, Mathematics, Linux",PhD,8,Telecommunications,2024-12-12,2025-01-03,1663,9.5,Autonomous Tech
AI00160,AI Software Engineer,190314,EUR,Executive,Contract,Netherlands,Medium,Netherlands,Remote,"GCP, Computer Vision, Scala, AWS, Linux",PhD,12,Government,2024-05-23,2024-07-22,521,9.9,Digital Transformation LLC
AI00161,Principal Data Scientist,198403,USD,Executive,Freelance,Denmark,Medium,Israel,Hybrid,"Data Visualization, SQL, Scala",Associate,15,Media,2024-03-14,2024-04-21,944,9.1,Digital Transformation LLC
AI00162,Research Scientist,153040,USD,Senior-level,Contract,Canada,Large,Canada,Hybrid,"SQL, Tableau, Statistics, GCP",Bachelor,7,Manufacturing,2024-06-25,2024-08-23,1112,8.2,Autonomous Tech
AI00163,AI Software Engineer,51898,USD,Mid-level,Freelance,Israel,Small,Israel,Onsite,"Deep Learning, Python, NLP",Associate,2,Consulting,2024-10-05,2024-11-26,721,8.9,Machine Intelligence Group
AI00164,AI Architect,115191,EUR,Senior-level,Freelance,Germany,Small,Netherlands,Onsite,"R, AWS, Git, Tableau",Associate,7,Education,2024-07-10,2024-09-04,2362,5.7,Advanced Robotics
AI00165,ML Ops Engineer,170139,USD,Senior-level,Part-Time,United States,Large,Denmark,Hybrid,"Python, Spark, Hadoop",Bachelor,5,Technology,2025-01-30,2025-03-27,578,9.6,Future Systems
AI00166,ML Ops Engineer,63860,USD,Entry-level,Contract,Canada,Large,Canada,Remote,"Linux, TensorFlow, GCP, Docker, Azure",Master,0,Gaming,2024-08-02,2024-09-28,2424,9.5,Autonomous Tech
AI00167,NLP Engineer,125152,USD,Mid-level,Contract,Norway,Medium,Norway,Remote,"TensorFlow, Docker, AWS, Spark",PhD,3,Retail,2024-08-11,2024-08-31,2348,6.6,Smart Analytics
AI00168,AI Software Engineer,61572,USD,Entry-level,Contract,South Korea,Large,South Korea,Hybrid,"Linux, Azure, Kubernetes",Bachelor,0,Healthcare,2024-07-19,2024-09-08,2485,7.1,DataVision Ltd
AI00169,Head of AI,101054,EUR,Mid-level,Contract,Germany,Medium,Israel,Hybrid,"Statistics, Tableau, Java, Data Visualization, NLP",Master,3,Transportation,2024-01-06,2024-02-26,986,8.5,Autonomous Tech
AI00170,Data Engineer,145355,USD,Executive,Contract,Canada,Small,Canada,Remote,"Spark, Linux, AWS, Deep Learning",Master,13,Media,2024-08-25,2024-09-12,685,9.6,DeepTech Ventures
AI00171,Deep Learning Engineer,183484,USD,Executive,Full-Time,Singapore,Small,Singapore,Remote,"Scala, Data Visualization, TensorFlow, Mathematics, Java",Master,19,Gaming,2024-11-20,2025-01-01,834,7.7,Autonomous Tech
AI00172,AI Product Manager,111997,USD,Mid-level,Contract,Singapore,Large,Singapore,Remote,"PyTorch, Scala, Hadoop, Docker, Computer Vision",PhD,2,Technology,2025-03-15,2025-04-14,1535,6.6,Neural Networks Co
AI00173,AI Specialist,214195,GBP,Executive,Part-Time,United Kingdom,Medium,Sweden,Remote,"Tableau, GCP, Python",Bachelor,19,Manufacturing,2025-03-13,2025-04-11,1254,5.2,Smart Analytics
AI00174,AI Software Engineer,93211,USD,Senior-level,Part-Time,India,Medium,United Kingdom,Hybrid,"Python, TensorFlow, GCP, Java",Master,9,Manufacturing,2025-01-08,2025-02-03,1474,9.3,Machine Intelligence Group
AI00175,Deep Learning Engineer,82209,EUR,Entry-level,Part-Time,Germany,Large,Germany,Remote,"Statistics, TensorFlow, Python",Master,1,Transportation,2024-11-09,2024-12-23,859,7.0,Smart Analytics
AI00176,AI Software Engineer,149669,EUR,Senior-level,Part-Time,Germany,Medium,Germany,Hybrid,"Scala, Hadoop, Azure",Associate,9,Retail,2024-11-01,2024-11-23,2291,6.2,Predictive Systems
AI00177,AI Software Engineer,56825,USD,Mid-level,Part-Time,China,Medium,China,Hybrid,"Linux, Azure, Git, Deep Learning, Spark",Associate,3,Government,2024-07-11,2024-08-02,2301,9.5,AI Innovations
AI00178,Research Scientist,131635,USD,Mid-level,Full-Time,Denmark,Large,Denmark,Hybrid,"Kubernetes, Git, GCP, NLP",PhD,2,Manufacturing,2024-03-10,2024-04-16,715,8.2,TechCorp Inc
AI00179,NLP Engineer,163843,USD,Senior-level,Freelance,Norway,Large,Norway,Hybrid,"Scala, Python, Data Visualization, Kubernetes, Statistics",PhD,7,Telecommunications,2024-09-20,2024-10-23,1723,8.5,Algorithmic Solutions
AI00180,AI Consultant,73281,USD,Mid-level,Contract,India,Large,India,Onsite,"Deep Learning, Azure, Python",Bachelor,2,Technology,2025-01-28,2025-02-21,1753,5.5,Cloud AI Solutions
AI00181,Principal Data Scientist,51907,USD,Mid-level,Contract,South Korea,Medium,South Korea,Hybrid,"Statistics, AWS, Java, PyTorch",Associate,3,Technology,2024-10-07,2024-12-06,1290,8.3,DataVision Ltd
AI00182,NLP Engineer,178240,EUR,Executive,Freelance,Netherlands,Small,Netherlands,Hybrid,"Python, Spark, TensorFlow",Bachelor,12,Real Estate,2024-06-01,2024-07-15,2461,8.5,Autonomous Tech
AI00183,Machine Learning Researcher,83226,USD,Senior-level,Full-Time,Ireland,Small,Israel,Onsite,"SQL, Docker, Linux, GCP",Master,7,Technology,2024-11-19,2025-01-02,1227,7.9,Advanced Robotics
AI00184,AI Product Manager,46995,USD,Entry-level,Full-Time,Austria,Small,Austria,Remote,"PyTorch, NLP, MLOps, Azure",Master,1,Finance,2024-07-07,2024-08-01,1212,5.9,DataVision Ltd
AI00187,AI Product Manager,116704,USD,Mid-level,Contract,Canada,Large,Canada,Remote,"SQL, PyTorch, NLP, Data Visualization",Bachelor,2,Finance,2024-03-30,2024-04-15,1540,9.8,Autonomous Tech
AI00188,AI Specialist,98422,USD,Entry-level,Part-Time,United States,Large,United States,Onsite,"Java, Python, Mathematics",PhD,0,Transportation,2024-05-23,2024-07-07,673,9.4,Cloud AI Solutions
AI00189,Machine Learning Researcher,210249,USD,Executive,Part-Time,Norway,Medium,Singapore,Remote,"Mathematics, Docker, Deep Learning",Master,15,Gaming,2024-12-20,2025-02-15,1219,6.4,Machine Intelligence Group
AI00190,NLP Engineer,67708,USD,Mid-level,Freelance,South Korea,Small,France,Onsite,"NLP, R, Scala, Computer Vision, Azure",Master,3,Manufacturing,2024-06-10,2024-07-20,1393,7.6,Algorithmic Solutions
AI00191,Data Engineer,95796,USD,Executive,Freelance,Austria,Small,Austria,Remote,"Python, TensorFlow, Scala, AWS",Master,13,Consulting,2024-10-15,2024-12-25,1933,5.8,Advanced Robotics
AI00192,Head of AI,229098,USD,Executive,Part-Time,Denmark,Large,China,Hybrid,"PyTorch, SQL, Kubernetes, Git, Java",Master,17,Government,2024-02-01,2024-03-25,2004,8.5,Predictive Systems
AI00193,ML Ops Engineer,134300,USD,Executive,Contract,Ireland,Small,Ireland,Hybrid,"Java, Python, Deep Learning, Statistics",Master,11,Education,2024-07-14,2024-09-16,2111,5.0,Predictive Systems
AI00194,AI Specialist,74408,USD,Entry-level,Contract,Australia,Medium,Norway,Remote,"TensorFlow, Docker, R, NLP, Java",Associate,1,Automotive,2024-08-07,2024-09-24,1036,7.9,Machine Intelligence Group
AI00195,AI Architect,201971,EUR,Executive,Full-Time,Netherlands,Medium,Australia,Onsite,"Java, Scala, Tableau",PhD,13,Technology,2024-07-17,2024-09-11,991,6.8,Future Systems
AI00196,AI Software Engineer,180764,EUR,Executive,Contract,France,Small,France,Remote,"GCP, TensorFlow, Data Visualization",Master,17,Gaming,2025-02-17,2025-03-16,1244,7.6,AI Innovations
AI00197,Principal Data Scientist,49644,USD,Entry-level,Contract,China,Large,Canada,Remote,"Linux, PyTorch, TensorFlow, Azure, Python",Bachelor,0,Finance,2025-02-15,2025-03-26,2266,5.5,Future Systems
AI00198,AI Product Manager,89115,USD,Senior-level,Contract,South Korea,Medium,South Korea,Hybrid,"MLOps, Python, Linux, NLP",Master,7,Energy,2025-03-22,2025-05-19,684,6.3,Neural Networks Co
AI00199,AI Software Engineer,38540,USD,Entry-level,Part-Time,Austria,Small,Austria,Onsite,"Linux, Kubernetes, Spark, Java",Associate,1,Technology,2025-01-29,2025-02-27,2144,7.6,Smart Analytics
AI00200,AI Product Manager,180252,USD,Senior-level,Full-Time,United States,Large,United States,Hybrid,"TensorFlow, Kubernetes, SQL, Linux, Mathematics",Master,7,Telecommunications,2024-02-14,2024-04-07,1711,6.3,Future Systems
AI00201,Robotics Engineer,56585,EUR,Entry-level,Full-Time,Netherlands,Small,Netherlands,Onsite,"MLOps, Java, AWS, NLP, PyTorch",Master,1,Gaming,2024-10-25,2024-11-13,1647,6.1,Cloud AI Solutions
AI00202,AI Specialist,103942,USD,Senior-level,Freelance,Sweden,Medium,Sweden,Onsite,"Statistics, Python, TensorFlow",PhD,5,Education,2025-02-07,2025-03-06,1636,5.5,Smart Analytics
AI00203,Autonomous Systems Engineer,176009,GBP,Senior-level,Freelance,United Kingdom,Large,United Kingdom,Hybrid,"PyTorch, SQL, TensorFlow, Git, Azure",Bachelor,9,Automotive,2024-02-25,2024-03-31,2270,6.6,Quantum Computing Inc
AI00204,AI Specialist,59056,USD,Mid-level,Contract,Ireland,Medium,Ireland,Hybrid,"Scala, SQL, Deep Learning, Statistics, GCP",Associate,2,Healthcare,2024-08-23,2024-10-18,2262,6.0,Predictive Systems
AI00205,AI Consultant,76940,USD,Mid-level,Full-Time,Austria,Medium,Austria,Onsite,"AWS, Scala, Docker",Associate,3,Transportation,2025-03-29,2025-05-31,1948,7.5,Cognitive Computing
AI00206,Machine Learning Engineer,110341,GBP,Senior-level,Contract,United Kingdom,Medium,Canada,Onsite,"Spark, Kubernetes, Mathematics",PhD,7,Retail,2025-03-20,2025-05-08,2231,5.6,Smart Analytics
AI00207,Data Scientist,102922,GBP,Mid-level,Freelance,United Kingdom,Large,United Kingdom,Onsite,"Python, SQL, Git",Associate,4,Government,2024-06-14,2024-07-05,773,7.4,Digital Transformation LLC
AI00208,Machine Learning Researcher,44130,USD,Entry-level,Full-Time,Japan,Small,Switzerland,Onsite,"Python, GCP, Docker, Git, Java",Master,0,Technology,2024-11-22,2024-12-20,2330,8.7,DataVision Ltd
AI00209,Data Engineer,128112,USD,Senior-level,Contract,Singapore,Large,Singapore,Remote,"Mathematics, Hadoop, Tableau",Associate,5,Telecommunications,2024-11-26,2025-01-20,2129,9.3,Quantum Computing Inc
AI00210,Data Analyst,48892,EUR,Entry-level,Contract,France,Medium,Ireland,Remote,"Linux, Python, NLP",Bachelor,0,Consulting,2024-10-08,2024-12-09,2296,6.6,DataVision Ltd
AI00211,Research Scientist,127478,GBP,Mid-level,Contract,United Kingdom,Large,United Kingdom,Hybrid,"Java, Docker, Hadoop",Master,4,Transportation,2025-03-26,2025-04-29,2495,7.8,DataVision Ltd
AI00212,AI Research Scientist,100524,USD,Senior-level,Freelance,Finland,Medium,Finland,Onsite,"Python, Kubernetes, Statistics, TensorFlow",PhD,6,Gaming,2024-03-29,2024-05-25,1274,5.6,TechCorp Inc
AI00213,Deep Learning Engineer,45429,USD,Entry-level,Full-Time,Japan,Large,Netherlands,Onsite,"GCP, Deep Learning, Python, MLOps",Associate,0,Gaming,2024-09-14,2024-09-30,1854,6.8,Algorithmic Solutions
AI00214,ML Ops Engineer,62262,USD,Mid-level,Full-Time,Austria,Large,France,Remote,"R, SQL, AWS, MLOps, Data Visualization",Bachelor,4,Healthcare,2025-03-19,2025-04-07,1358,9.4,AI Innovations
AI00215,AI Specialist,68595,USD,Mid-level,Full-Time,China,Small,China,Hybrid,"Azure, Python, TensorFlow, Data Visualization",Master,4,Manufacturing,2024-01-30,2024-02-29,1954,7.5,Machine Intelligence Group
AI00217,Robotics Engineer,46253,USD,Entry-level,Contract,China,Medium,China,Onsite,"MLOps, Data Visualization, Git, TensorFlow, Hadoop",Associate,1,Government,2025-04-15,2025-05-30,854,7.9,DataVision Ltd
AI00218,NLP Engineer,59644,USD,Entry-level,Part-Time,Australia,Medium,Australia,Onsite,"R, Docker, GCP, Java",Associate,0,Consulting,2024-04-20,2024-05-27,646,8.7,Future Systems
AI00219,Principal Data Scientist,53960,USD,Mid-level,Part-Time,Finland,Medium,Finland,Onsite,"PyTorch, MLOps, Computer Vision, AWS, Deep Learning",Master,3,Telecommunications,2024-07-15,2024-08-16,1401,9.7,Digital Transformation LLC
AI00220,Computer Vision Engineer,94894,EUR,Entry-level,Part-Time,Netherlands,Large,Netherlands,Hybrid,"AWS, Hadoop, Python, Scala, Computer Vision",Associate,1,Real Estate,2025-03-02,2025-04-13,1931,8.5,Autonomous Tech
AI00221,Autonomous Systems Engineer,91611,USD,Senior-level,Contract,Israel,Large,Israel,Onsite,"PyTorch, SQL, Kubernetes",Associate,5,Finance,2024-09-08,2024-11-12,1885,7.0,Digital Transformation LLC
AI00223,AI Architect,115263,GBP,Mid-level,Freelance,United Kingdom,Large,United Kingdom,Hybrid,"Mathematics, Hadoop, Scala, NLP, Kubernetes",Bachelor,3,Finance,2025-01-25,2025-02-22,1423,6.9,Machine Intelligence Group
AI00224,Research Scientist,51882,USD,Mid-level,Contract,China,Small,China,Hybrid,"Scala, R, SQL",Associate,3,Technology,2024-02-07,2024-03-23,1379,9.0,Quantum Computing Inc
AI00225,Data Scientist,82051,EUR,Mid-level,Part-Time,Germany,Medium,Canada,Remote,"Java, Python, MLOps, Docker",Master,2,Automotive,2025-04-20,2025-05-24,1220,6.1,Predictive Systems
AI00226,ML Ops Engineer,122331,USD,Senior-level,Freelance,Canada,Large,Canada,Onsite,"SQL, NLP, Python",PhD,5,Retail,2025-02-08,2025-03-07,503,5.7,Cognitive Computing
AI00227,AI Product Manager,159643,USD,Senior-level,Part-Time,United States,Small,United States,Remote,"Data Visualization, Linux, GCP, Hadoop",Master,5,Gaming,2024-01-27,2024-03-03,951,5.3,Digital Transformation LLC
AI00228,Research Scientist,254305,GBP,Executive,Freelance,United Kingdom,Medium,United Kingdom,Hybrid,"Hadoop, Python, Linux, Mathematics",Bachelor,15,Transportation,2024-03-09,2024-03-26,1534,9.4,DeepTech Ventures
AI00229,Data Analyst,52027,USD,Mid-level,Part-Time,South Korea,Medium,South Korea,Remote,"Kubernetes, Linux, Tableau, MLOps, Statistics",Master,2,Retail,2024-04-18,2024-05-18,2036,5.7,Smart Analytics
AI00230,Robotics Engineer,43072,USD,Entry-level,Part-Time,India,Small,United Kingdom,Remote,"Docker, PyTorch, Spark, TensorFlow, NLP",Associate,0,Energy,2025-01-15,2025-03-10,700,8.3,Future Systems
AI00231,Research Scientist,87011,EUR,Mid-level,Freelance,France,Large,India,Hybrid,"Tableau, Linux, PyTorch, Java, AWS",PhD,4,Gaming,2025-03-30,2025-05-13,2261,8.5,Future Systems
AI00232,AI Research Scientist,36734,USD,Entry-level,Freelance,China,Small,China,Remote,"Azure, Python, Mathematics",Master,1,Media,2024-10-11,2024-11-14,1214,9.2,AI Innovations
AI00233,Head of AI,84897,USD,Mid-level,Contract,Ireland,Large,Ireland,Onsite,"TensorFlow, Linux, Deep Learning, Hadoop",Associate,3,Manufacturing,2024-10-07,2024-12-12,2463,5.9,TechCorp Inc
AI00234,AI Research Scientist,173839,USD,Senior-level,Freelance,United States,Medium,United States,Remote,"TensorFlow, Azure, Tableau, Data Visualization, Hadoop",Bachelor,5,Government,2025-02-04,2025-03-26,2409,5.1,Neural Networks Co
AI00235,ML Ops Engineer,59357,USD,Entry-level,Full-Time,South Korea,Large,Israel,Onsite,"NLP, Tableau, Kubernetes, SQL, GCP",Master,0,Transportation,2024-03-22,2024-04-13,2247,8.5,DeepTech Ventures
AI00236,Data Scientist,51431,USD,Entry-level,Freelance,Austria,Medium,United Kingdom,Remote,"Scala, Python, Data Visualization",Associate,0,Transportation,2024-06-20,2024-07-20,2424,8.7,Digital Transformation LLC
AI00237,Autonomous Systems Engineer,96506,USD,Senior-level,Full-Time,Ireland,Small,Ireland,Remote,"Hadoop, Spark, Kubernetes, Scala",PhD,5,Finance,2024-07-03,2024-07-27,2137,8.6,Cloud AI Solutions
AI00238,Data Analyst,59198,USD,Entry-level,Full-Time,Canada,Small,Switzerland,Hybrid,"Linux, Kubernetes, Data Visualization, TensorFlow, Docker",Master,1,Manufacturing,2025-04-27,2025-06-09,2008,5.6,Algorithmic Solutions
AI00239,Machine Learning Engineer,223757,EUR,Executive,Freelance,Germany,Small,Germany,Onsite,"Git, Statistics, Data Visualization, Python, Scala",PhD,12,Education,2025-03-29,2025-05-28,1269,7.3,Smart Analytics
